City,Total_cases,Total_deaths,Total_tests,Active_cases,Date
Florida ,60183,2610,1107952,47400,06-04-2020
Michigan ,58035,5570,593549,14366,06-04-2020
Maryland ,55858,2668,392240,49220,06-04-2020
Georgia ,48894,2123,574400,45913,06-04-2020
Virginia ,47856,1445,394066,40127,06-04-2020
Connecticut ,43091,3989,276436,31413,06-04-2020
Louisiana ,41562,2883,402087,6951,06-04-2020
Ohio ,36838,2309,426105,27399,06-04-2020
Indiana ,36096,2231,285234,10683,06-04-2020
North Carolina ,32074,1006,468302,12208,06-04-2020
Colorado ,27060,1494,194697,23387,06-04-2020
Minnesota ,26273,1126,275622,3657,06-04-2020
Tennessee ,24822,388,470779,8518,06-04-2020
Washington ,23554,1141,377327,15300,06-04-2020
Arizona ,22753,996,350902,21687,06-04-2020
Iowa ,20706,580,174127,7893,06-04-2020
Wisconsin ,19400,616,299111,6612,06-04-2020
Alabama ,19072,653,234993,9064,06-04-2020
Mississippi ,16560,794,192362,4563,06-04-2020
Rhode Island ,15325,756,165923,13267,06-04-2020
Veteran Affairs ,14965,1293,200269,1702,06-04-2020
Nebraska ,14866,189,112409,14085,06-04-2020
Missouri ,14225,804,236805,10103,06-04-2020
South Carolina ,12651,518,230687,5157,06-04-2020
Utah ,10497,117,223981,3879,06-04-2020
Kentucky ,10410,450,258767,6677,06-04-2020
Kansas ,10212,227,108053,5433,06-04-2020
Delaware ,9746,386,64920,3918,06-04-2020
District Of Columbia ,9120,475,49562,7508,06-04-2020
Nevada ,9090,429,185648,1961,06-04-2020
New Mexico ,8140,375,212996,4752,06-04-2020
Arkansas ,8067,142,142480,2208,06-04-2020
Oklahoma ,6907,344,208052,782,06-04-2020
Navajo Nation ,5661,259,34351,5402,06-04-2020
South Dakota ,5162,62,48662,1016,06-04-2020
New Hampshire ,4795,265,88579,1373,06-04-2020
Puerto Rico ,4508,140,13022,3518,06-04-2020
Oregon ,4399,159,136668,2346,06-04-2020
Idaho ,2990,83,49524,596,06-04-2020
North Dakota ,2706,66,75744,431,06-04-2020
Maine ,2446,95,61432,612,06-04-2020
West Virginia ,2092,78,106049,616,06-04-2020
Vermont ,1026,55,37834,90,06-04-2020
Wyoming ,915,17,26628,184,06-04-2020
Hawaii ,653,17,55719,24,06-04-2020
Montana ,539,17,44642,55,06-04-2020
Alaska ,505,10,58182,124,06-04-2020
Guam ,179,5,6590,31,06-04-2020
United States Virgin Islands ,71,6,2048,3,06-04-2020
Northern Mariana Islands ,26,2,6557,8,06-04-2020
New York ,383899,30281,2293730,284780,06-05-2020
New Jersey ,164519,12049,857729,130507,06-05-2020
Illinois ,124759,5736,982016,53059,06-05-2020
California ,123065,4484,2182671,88888,06-05-2020
Massachusetts ,102063,7201,669684,16754,06-05-2020
Pennsylvania ,78772,5926,515521,21826,06-05-2020
Texas ,71206,1800,1174948,22549,06-05-2020
Florida ,61488,2660,1135865,48655,06-05-2020
Michigan ,58241,5595,608983,14547,06-05-2020
Maryland ,56770,2702,392240,50083,06-05-2020
Georgia ,49847,2147,590957,46842,06-05-2020
Virginia ,48532,1453,405858,40795,06-05-2020
Connecticut ,43239,4007,281525,31543,06-05-2020
Louisiana ,41989,2912,411186,7349,06-05-2020
Ohio ,37426,2342,437251,27954,06-05-2020
Indiana ,36578,2258,291638,10613,06-05-2020
North Carolina ,33255,1008,482147,13387,06-05-2020
Colorado ,27360,1512,200912,23621,06-05-2020
Minnesota ,26980,1159,322340,3957,06-05-2020
Tennessee ,25120,401,476138,8076,06-05-2020
Arizona ,24332,1012,370255,23250,06-05-2020
Washington ,23847,1149,383587,15366,06-05-2020
Iowa ,21096,591,179078,8069,06-05-2020
Wisconsin ,19892,626,311259,6286,06-05-2020
Alabama ,19387,676,239159,7316,06-05-2020
Mississippi ,16560,794,192362,4563,06-05-2020
Rhode Island ,15441,772,170739,13343,06-05-2020
Veteran Affairs ,15265,1326,204500,1550,06-05-2020
Nebraska ,15117,189,114974,7330,06-05-2020
Missouri ,14522,810,245247,10315,06-05-2020
South Carolina ,13005,525,238808,5504,06-05-2020
Utah ,10813,117,227507,4068,06-05-2020
Kentucky ,10705,458,262714,6944,06-05-2020
Kansas ,10393,232,113653,5409,06-05-2020
Delaware ,9773,388,65909,3823,06-05-2020
Nevada ,9266,433,191125,2015,06-05-2020
District Of Columbia ,9199,475,51096,7586,06-05-2020
Arkansas ,8425,151,147385,2355,06-05-2020
New Mexico ,8353,383,217757,4855,06-05-2020
Oklahoma ,6907,344,211722,782,06-05-2020
Navajo Nation ,5730,264,34351,5466,06-05-2020
South Dakota ,5277,65,52622,1128,06-05-2020
New Hampshire ,4876,273,92709,1416,06-05-2020
Puerto Rico ,4620,141,13022,3629,06-05-2020
Oregon ,4474,159,139312,2421,06-05-2020
Idaho ,3054,83,53333,609,06-05-2020
North Dakota ,2745,71,76856,465,06-05-2020
Maine ,2482,98,61432,587,06-05-2020
West Virginia ,2113,82,108002,607,06-05-2020
Vermont ,1027,55,39117,90,06-05-2020
Wyoming ,921,17,26989,169,06-05-2020
Hawaii ,655,17,57942,27,06-05-2020
Montana ,541,18,45888,53,06-05-2020
Alaska ,513,10,60097,127,06-05-2020
Guam ,179,5,6590,12,06-05-2020
United States Virgin Islands ,71,6,2048,3,06-05-2020
Northern Mariana Islands ,26,2,6695,8,06-05-2020
New York ,397632,30392,2437407,282832,06-06-2020
New Jersey ,165162,12082,918891,129528,06-06-2020
California ,126408,4558,2238478,89858,06-06-2020
Illinois ,125915,5795,1000919,53478,06-06-2020
Massachusetts ,102557,7235,680564,17214,06-06-2020
Pennsylvania ,79392,5995,528519,21327,06-06-2020
Texas ,73393,1828,1209187,23700,06-06-2020
Michigan ,63539,5855,740912,19585,06-06-2020
Florida ,62758,2691,1175106,49894,06-06-2020
Maryland ,57482,2740,417904,50583,06-06-2020
Georgia ,50621,2174,605082,47589,06-06-2020
Virginia ,49397,1460,414383,41545,06-06-2020
Connecticut ,43460,4038,287387,31733,06-06-2020
Louisiana ,42486,2925,420786,7833,06-06-2020
Ohio ,37809,2363,446195,28316,06-06-2020
Indiana ,36997,2292,297530,10388,06-06-2020
North Carolina ,34717,1028,497350,14829,06-06-2020
Colorado ,27615,1524,205761,23828,06-06-2020
Minnesota ,27501,1181,333484,4067,06-06-2020
Tennessee ,25520,408,482172,8187,06-06-2020
Arizona ,25451,1042,380912,24235,06-06-2020
Washington ,24258,1160,390863,15713,06-06-2020
Iowa ,21438,598,184554,8163,06-06-2020
Wisconsin ,20249,633,323581,6279,06-06-2020
Alabama ,20043,689,245310,7959,06-06-2020
Mississippi ,16769,803,201670,4763,06-06-2020
Veteran Affairs ,15626,1340,208335,1594,06-06-2020
Rhode Island ,15441,772,170739,13333,06-06-2020
Nebraska ,15379,189,117700,7233,06-06-2020
Missouri ,14809,820,252109,10582,06-06-2020
South Carolina ,13453,538,238808,5568,06-06-2020
Utah ,11252,120,232197,4344,06-06-2020
Kentucky ,10977,466,274919,7195,06-06-2020
Kansas ,10467,234,113653,5461,06-06-2020
Delaware ,9845,390,66729,3824,06-06-2020
Nevada ,9460,437,196976,2205,06-06-2020
District Of Columbia ,9269,483,51861,7648,06-06-2020
New Mexico ,8672,387,224640,5079,06-06-2020
Arkansas ,8651,152,150975,2422,06-06-2020
Oklahoma ,7059,347,216471,765,06-06-2020
Navajo Nation ,5730,264,34957,5466,06-06-2020
South Dakota ,5367,65,53363,1123,06-06-2020
New Hampshire ,4953,278,95463,1428,06-06-2020
Puerto Rico ,4915,142,13022,3923,06-06-2020
Oregon ,4570,161,143246,2515,06-06-2020
Idaho ,3111,83,54949,620,06-06-2020
North Dakota ,2816,72,78880,476,06-06-2020
Maine ,2524,98,61432,581,06-06-2020
West Virginia ,2131,84,108518,602,06-06-2020
Vermont ,1046,55,40083,103,06-06-2020
Wyoming ,939,17,27702,167,06-06-2020
Hawaii ,664,17,60985,33,06-06-2020
Montana ,541,18,46754,51,06-06-2020
Alaska ,524,10,60990,134,06-06-2020
Guam ,179,5,7221,12,06-06-2020
United States Virgin Islands ,71,6,2059,3,06-06-2020
Northern Mariana Islands ,26,2,6695,8,06-06-2020
New York ,397810,30401,2437407,283001,06-07-2020
New Jersey ,165675,12146,919448,128278,06-07-2020
California ,128947,4624,2309256,91924,06-07-2020
Illinois ,126890,5864,1022074,53590,06-07-2020
Massachusetts ,103132,7289,691383,17735,06-07-2020
Pennsylvania ,79555,6011,528519,20984,06-07-2020
Texas ,74828,1847,1218955,24086,06-07-2020
Michigan ,63983,5891,826568,16051,06-07-2020
Florida ,63938,2700,1217105,50185,06-07-2020
Maryland ,57973,2749,427155,51049,06-07-2020
Georgia ,51359,2178,622751,48323,06-07-2020
Virginia ,50681,1472,424316,42671,06-07-2020
Connecticut ,43818,4055,295549,32074,06-07-2020
Louisiana ,42816,2936,434065,8152,06-07-2020
Ohio ,38148,2378,458526,28066,06-07-2020
Indiana ,37397,2303,304263,10365,06-07-2020
North Carolina ,35624,1032,511226,15732,06-07-2020
Minnesota ,27886,1197,344203,3697,06-07-2020
Colorado ,27848,1527,210485,24002,06-07-2020
Arizona ,26889,1044,393246,25671,06-07-2020
Tennessee ,26071,417,491421,8530,06-07-2020
Washington ,24481,1162,400588,15733,06-07-2020
Iowa ,21611,602,187356,8242,06-07-2020
Wisconsin ,20571,645,335373,6156,06-07-2020
Alabama ,20500,692,259232,8413,06-07-2020
Mississippi ,17270,817,207751,5250,06-07-2020
Veteran Affairs ,15688,1342,208335,1614,06-07-2020
Nebraska ,15543,189,119926,7099,06-07-2020
Rhode Island  ,15441,772,170739,13333,06-07-2020
Missouri ,14942,826,258287,10667,06-07-2020
South Carolina ,13916,545,241088,6024,06-07-2020
Utah ,11798,121,235149,4889,06-07-2020
Kentucky ,11287,470,281559,7473,06-07-2020
Kansas ,10467,234,113653,5461,06-07-2020
Delaware ,9942,398,67635,3848,06-07-2020
Nevada ,9649,438,201608,2146,06-07-2020
District Of Columbia ,9332,489,53678,7705,06-07-2020
Arkansas ,9101,154,156757,2870,06-07-2020
New Mexico ,8800,392,229147,5122,06-07-2020
Oklahoma ,7150,348,221601,821,06-07-2020
Navajo Nation ,5808,269,36164,5539,06-07-2020
South Dakota ,5438,65,55458,1194,06-07-2020
New Hampshire ,5019,283,97613,1417,06-07-2020
Puerto Rico ,4985,142,13022,3993,06-07-2020
Oregon ,4662,163,146159,2605,06-07-2020
Idaho ,3139,83,55742,595,06-07-2020
North Dakota ,2861,72,79933,482,06-07-2020
Maine ,2570,99,61432,607,06-07-2020
West Virginia ,2138,84,111639,605,06-07-2020
Vermont ,1063,55,40083,120,06-07-2020
Wyoming ,947,17,28508,175,06-07-2020
Hawaii ,673,17,62005,40,06-07-2020
Montana ,545,18,47378,55,06-07-2020
Alaska ,536,10,63901,146,06-07-2020
Guam ,179,5,7221,12,06-07-2020
United States Virgin Islands ,71,6,2059,3,06-07-2020
Northern Mariana Islands ,27,2,6695,6,06-07-2020
New York ,398828,30442,2497842,283695,06-08-2020
New Jersey ,166006,12216,960425,127511,06-08-2020
California ,131710,4653,2362218,94427,06-08-2020
Illinois ,127757,5904,1042774,53957,06-08-2020
Massachusetts ,103436,7316,699762,18012,06-08-2020
Pennsylvania ,80004,6010,528519,20324,06-08-2020
Texas ,76003,1853,1255899,24392,06-08-2020
Florida ,64904,2715,1235513,49655,06-08-2020
Michigan ,64413,5895,839590,16477,06-08-2020
Maryland ,58404,2776,435363,51388,06-08-2020
Georgia ,51898,2180,637499,48860,06-08-2020
Virginia ,51251,1477,428182,43236,06-08-2020
Connecticut ,43968,4071,302354,32208,06-08-2020
Louisiana ,43050,2944,434065,8378,06-08-2020
Ohio ,38507,2385,469024,28418,06-08-2020
Indiana ,37623,2316,309503,10169,06-08-2020
North Carolina ,36484,1041,520113,16583,06-08-2020
Minnesota ,28224,1208,354226,3359,06-08-2020
Colorado ,28001,1527,214940,24155,06-08-2020
Arizona ,27678,1047,402660,26457,06-08-2020
Tennessee ,26381,418,498768,8741,06-08-2020
Washington ,24733,1162,405056,15862,06-08-2020
Iowa ,21919,609,192950,8435,06-08-2020
Alabama ,20925,718,259566,8812,06-08-2020
Wisconsin ,20835,647,346702,6141,06-08-2020
Mississippi ,17768,837,217229,5728,06-08-2020
Veteran Affairs ,15752,1343,208335,1678,06-08-2020
Rhode Island ,15642,799,179169,13507,06-08-2020
Nebraska ,15634,189,121569,6990,06-08-2020
Missouri ,15065,826,266273,10790,06-08-2020
South Carolina ,14286,546,246331,6393,06-08-2020
Utah ,12066,121,237951,4837,06-08-2020
Kentucky ,11287,470,281559,7473,06-08-2020
Kansas ,10476,235,113653,5025,06-08-2020
Delaware ,9972,398,68997,3782,06-08-2020
Nevada ,9786,442,206514,2172,06-08-2020
Arkansas ,9426,154,160273,2848,06-08-2020
District Of Columbia ,9389,491,55766,7755,06-08-2020
New Mexico ,8940,396,234375,5237,06-08-2020
Oklahoma ,7205,348,221748,843,06-08-2020
Navajo Nation ,6020,277,36164,4813,06-08-2020
South Dakota ,5471,65,57819,1071,06-08-2020
Puerto Rico ,5046,142,13022,4054,06-08-2020
New Hampshire ,5043,286,99472,1365,06-08-2020
Oregon ,4808,164,148400,2407,06-08-2020
Idaho ,3139,83,56041,595,06-08-2020
North Dakota ,2880,72,79933,501,06-08-2020
Maine ,2588,99,61432,598,06-08-2020
West Virginia ,2144,84,111807,609,06-08-2020
Vermont ,1075,55,41218,130,06-08-2020
Wyoming ,947,17,28751,173,06-08-2020
Hawaii ,675,17,63259,41,06-08-2020
Montana ,548,18,51592,55,06-08-2020
Alaska ,544,10,64904,152,06-08-2020
Guam ,179,5,7221,12,06-08-2020
United States Virgin Islands ,71,6,2201,3,06-08-2020
Northern Mariana Islands ,28,2,7241,7,06-08-2020
New York ,400499,30579,2605869,284938,06-09-2020
New Jersey ,167101,12347,975089,127488,06-09-2020
California ,134097,4697,2431324,95480,06-09-2020
Illinois ,128415,5924,1059597,54365,06-09-2020
Massachusetts ,103626,7353,704802,18165,06-09-2020
Pennsylvania ,80847,6069,551853,20206,06-09-2020
Texas ,77249,1868,1286139,24942,06-09-2020
Florida ,66000,2769,1259283,50697,06-09-2020
Michigan ,64701,5912,851587,16748,06-09-2020
Maryland ,58904,2811,443478,51853,06-09-2020
Georgia ,52497,2208,649384,49431,06-09-2020
Virginia ,51738,1496,435575,43685,06-09-2020
Connecticut ,44092,4084,308071,32319,06-09-2020
Louisiana ,43612,2962,453668,6746,06-09-2020
Ohio ,38863,2412,476818,28747,06-09-2020
Indiana ,38033,2339,315390,10086,06-09-2020
North Carolina  ,37160,1068,535711,17232,06-09-2020
Minnesota ,28523,1228,360991,3074,06-09-2020
Arizona ,28296,1070,409174,27052,06-09-2020
Colorado ,28183,1543,219331,24269,06-09-2020
Tennessee ,26944,421,512763,9301,06-09-2020
Washington ,25117,1170,410290,16073,06-09-2020
Iowa ,22182,623,197324,8231,06-09-2020
Alabama ,21422,729,267388,9298,06-09-2020
Wisconsin ,21038,646,354291,6150,06-09-2020
Mississippi ,17768,837,217229,3575,06-09-2020
Veteran Affairs ,16103,1393,215819,1817,06-09-2020
Nebraska ,15752,188,122850,6927,06-09-2020
Rhode Island ,15691,808,180887,13547,06-09-2020
Missouri ,15223,832,271257,10897,06-09-2020
South Carolina ,14800,557,246331,6896,06-09-2020
Utah ,12322,124,242899,4943,06-09-2020
Kentucky ,11491,474,285358,7658,06-09-2020
Kansas ,10688,236,119509,5236,06-09-2020
Nevada ,10030,444,206514,2414,06-09-2020
Delaware ,10020,410,69947,3818,06-09-2020
Arkansas ,9740,155,165441,2955,06-09-2020
District Of Columbia ,9474,495,55766,7836,06-09-2020
New Mexico ,9062,400,238801,5282,06-09-2020
 Oklahoma ,7363,353,221748,996,06-09-2020
Navajo Nation ,6110,277,36164,4903,06-09-2020
South Dakota ,5523,68,57819,1120,06-09-2020
Puerto Rico ,5185,142,13022,4193,06-09-2020
New Hampshire ,5079,286,101043,1401,06-09-2020
Oregon ,4922,164,149879,2521,06-09-2020
Idaho ,3189,83,57376,597,06-09-2020
North Dakota ,2901,72,80666,379,06-09-2020
Maine ,2606,100,61645,514,06-09-2020
West Virginia ,2169,84,114264,613,06-09-2020
Vermont ,1084,55,42798,139,06-09-2020
Wyoming ,960,17,29974,186,06-09-2020
Hawaii ,676,17,63259,41,06-09-2020
Alaska ,563,10,65912,169,06-09-2020
Montana ,554,18,53184,51,06-09-2020
Guam  ,180,5,7221,13,06-09-2020
United States Virgin Islands ,71,6,2212,2,06-09-2020
Northern Mariana Islands ,30,2,7241,9,06-09-2020
New York ,400660,30603,2606046,285075,06-10-2020
New Jersey ,167192,12369,989497,126663,06-10-2020
California ,137144,4772,2486254,97201,06-10-2020
Illinois ,129212,6018,1079906,53987,06-10-2020
Massachusetts ,103889,7408,710202,18373,06-10-2020
Pennsylvania ,80961,6086,554372,20303,06-10-2020
Texas ,78997,1892,1302049,25965,06-10-2020
Florida ,67371,2801,1280003,52036,06-10-2020
Michigan ,64998,5943,869054,17014,06-10-2020
Maryland ,59465,2844,451967,52311,06-10-2020
Georgia ,53249,2285,657068,50106,06-10-2020
Virginia ,52177,1514,443486,43986,06-10-2020
Connecticut ,44179,4097,312651,32393,06-10-2020
Louisiana ,44030,2968,453668,7158,06-10-2020
Ohio ,39192,2429,490390,29059,06-10-2020
Indiana ,38337,2355,320094,9777,06-10-2020
North Carolina ,38171,1089,553650,13429,06-10-2020
Arizona ,29852,1095,416944,28583,06-10-2020
Minnesota ,28869,1267,369795,2927,06-10-2020
Colorado ,28347,1553,223534,24390,06-10-2020
Tennessee ,27575,435,521197,9127,06-10-2020
Washington ,25324,1181,415054,16177,06-10-2020
Iowa ,22520,629,202605,8325,06-10-2020
Alabama ,21989,744,272694,9850,06-10-2020
Wisconsin ,21308,661,368518,6064,06-10-2020
Mississippi ,18483,868,217229,4259,06-10-2020
Veteran Affairs ,16347,1408,221298,1920,06-10-2020
Nebraska ,15883,191,125329,6872,06-10-2020
Rhode Island  ,15756,812,183622,13546,06-10-2020
Missouri ,15450,855,275831,11096,06-10-2020
South Carolina ,15228,568,256710,6732,06-10-2020
Utah  ,12559,127,246860,5041,06-10-2020
Kentucky ,11708,477,287597,7866,06-10-2020
Kansas ,10747,238,119509,4931,06-10-2020
Nevada ,10164,448,215087,2343,06-10-2020
Arkansas ,10080,161,170520,3044,06-10-2020
Delaware ,10056,413,71745,3704,06-10-2020
District Of Columbia ,9537,499,57152,7895,06-10-2020
New Mexico ,9105,404,241657,5002,06-10-2020
Oklahoma ,7480,355,239005,959,06-10-2020
Navajo Nation ,6150,285,38258,4935,06-10-2020
South Dakota ,5604,69,59159,1052,06-10-2020
Puerto Rico ,5329,143,13022,4336,06-10-2020
New Hampshire ,5132,294,102879,1337,06-10-2020
Oregon ,4988,169,153470,2487,06-10-2020
Idaho ,3220,85,58746,581,06-10-2020
North Dakota  ,2941,73,81660,418,06-10-2020
Maine ,2637,100,62420,545,06-10-2020
West Virginia ,2188,85,117916,621,06-10-2020
Vermont ,1095,55,45742,150,06-10-2020
Wyoming ,970,17,30126,164,06-10-2020
Hawaii ,682,17,64501,44,06-10-2020
Alaska ,573,11,66890,173,06-10-2020
Montana ,561,18,54616,56,06-10-2020
Guam ,180,5,7221,13,06-10-2020
United States Virgin Islands ,71,6,2212,2,06-10-2020
Northern Mariana Islands ,30,2,7241,9,06-10-2020
New York ,401983,30724,2729005,285875,06-11-2020
New Jersey ,167986,12522,1030793,125375,06-11-2020
California ,139931,4870,2540798,97993,06-11-2020
Illinois ,129837,6095,1100726,53650,06-11-2020
Massachusetts ,104156,7454,721132,12081,06-11-2020
Pennsylvania ,81695,6200,567570,20243,06-11-2020
Texas ,81473,1922,1348893,27078,06-11-2020
Florida ,69069,2851,1307728,53301,06-11-2020
Michigan ,65182,5955,888528,17186,06-11-2020
Maryland ,60197,2875,463507,53012,06-11-2020
Georgia ,53980,2329,671249,50793,06-11-2020
Virginia ,52647,1520,453869,44301,06-11-2020
Louisiana ,44472,2992,469673,7576,06-11-2020
Connecticut ,44347,4120,316913,32538,06-11-2020
Ohio ,39620,2465,501884,29451,06-11-2020
North Carolina ,39535,1106,572677,14776,06-11-2020
Indiana ,38748,2380,327342,9577,06-11-2020
Arizona ,31264,1127,429327,29963,06-11-2020
Minnesota ,29316,1280,381841,3166,06-11-2020
Colorado ,28499,1573,227761,24501,06-11-2020
Tennessee ,27869,436,528827,8917,06-11-2020
Washington ,25474,1184,415054,16220,06-11-2020
Alabama ,22845,755,278455,8582,06-11-2020
Iowa ,22786,638,207053,8347,06-11-2020
Wisconsin ,21593,671,378705,5923,06-11-2020
Mississippi ,18483,868,223195,4259,06-11-2020
Veteran Affairs ,16565,1419,226178,1870,06-11-2020
Nebraska ,16025,195,127830,6884,06-11-2020
Rhode Island ,15862,823,187803,13633,06-11-2020
South Carolina ,15759,575,261377,7256,06-11-2020
Missouri ,15669,871,282522,11241,06-11-2020
Utah ,12864,128,249760,5149,06-11-2020
Kentucky ,11883,484,302347,8024,06-11-2020
Kansas ,10872,241,123742,4970,06-11-2020
Nevada ,10399,458,221786,2396,06-11-2020
Arkansas ,10368,165,176217,3087,06-11-2020
Delaware ,10106,414,71745,3753,06-11-2020
District Of Columbia ,9589,502,58192,7944,06-11-2020
New Mexico ,9250,410,245557,5034,06-11-2020
Oklahoma ,7626,357,239005,1103,06-11-2020
Navajo Nation ,6275,292,39174,5053,06-11-2020
South Dakota ,5665,73,60685,1019,06-11-2020
Puerto Rico ,5352,144,13022,4358,06-11-2020
New Hampshire ,5178,301,104439,1292,06-11-2020
Oregon ,5060,169,156758,2541,06-11-2020
Idaho ,3260,85,59802,547,06-11-2020
North Dakota ,2980,74,82788,391,06-11-2020
Maine  ,2667,100,69860,505,06-11-2020
West Virginia ,2212,85,119716,620,06-11-2020
Vermont ,1110,55,45742,152,06-11-2020
Wyoming ,980,18,30587,158,06-11-2020
Hawaii ,685,17,65852,46,06-11-2020
Alaska ,593,11,67720,190,06-11-2020
Montana ,563,18,55777,58,06-11-2020
Guam ,183,5,8185,14,06-11-2020
United States Virgin Islands ,72,6,2247,2,06-11-2020
Northern Mariana Islands ,30,2,7581,9,06-11-2020
New York ,402770,30810,2801400,286388,06-12-2020
New Jersey ,168452,12587,1055396,124867,06-12-2020
California ,143533,4941,2597647,99924,06-12-2020
Illinois ,130603,6185,1123051,53291,06-12-2020
Massachusetts ,104667,7492,733499,12554,06-12-2020
Texas ,83457,1945,1348893,29040,06-12-2020
Pennsylvania ,82460,6245,579407,20545,06-12-2020
Florida ,70971,2881,1336895,54303,06-12-2020
Michigan ,65449,5985,906950,17423,06-12-2020
Maryland ,60613,2900,473271,53348,06-12-2020
Georgia ,54973,2375,687127,51740,06-12-2020
Virginia ,53211,1534,498530,44782,06-12-2020
Louisiana ,44995,3002,479534,8089,06-12-2020
Connecticut ,44461,4146,321948,32194,06-12-2020
North Carolina ,41416,1121,595697,16642,06-12-2020
Ohio ,40044,2490,512583,29268,06-12-2020
Indiana ,39146,2396,335180,9429,06-12-2020
Arizona ,32918,1144,442886,31600,06-12-2020
Minnesota ,29795,1305,395202,3462,06-12-2020
Colorado ,28647,1583,231763,24576,06-12-2020
Tennessee ,28340,441,535294,9383,06-12-2020
Washington ,25759,1199,415342,16289,06-12-2020
Iowa ,23169,642,212830,8456,06-12-2020
Alabama ,22845,755,278455,8582,06-12-2020
Wisconsin ,21926,682,387980,6245,06-12-2020
Mississippi ,18483,868,223195,4259,06-12-2020
Veteran Affairs ,16743,1422,230846,1853,06-12-2020
South Carolina ,16441,588,265351,7925,06-12-2020
Nebraska ,16315,212,130933,6874,06-12-2020
Missouri  ,15968,878,290510,11445,06-12-2020
Rhode Island ,15947,833,191518,13679,06-12-2020
Utah ,13252,131,254668,5534,06-12-2020
Kentucky ,11945,493,308786,8073,06-12-2020
Kansas ,10967,245,123742,4943,06-12-2020
Arkansas ,10816,171,176217,3294,06-12-2020
Nevada ,10678,462,229273,2671,06-12-2020
Delaware ,10173,414,74033,3758,06-12-2020
District Of Columbia ,9654,506,61953,8005,06-12-2020
New Mexico ,9367,420,250880,5141,06-12-2020
Oklahoma ,7848,359,241445,1098,06-12-2020
Navajo Nation ,6378,298,39847,5150,06-12-2020
South Dakota ,5742,74,61744,1095,06-12-2020
Puerto Rico ,5536,146,13022,4540,06-12-2020
Oregon ,5237,171,161643,2716,06-12-2020
New Hampshire ,5209,308,106801,1236,06-12-2020
Idaho ,3302,86,61114,532,06-12-2020
North Dakota ,3016,74,84164,369,06-12-2020
Maine ,2721,100,71486,516,06-12-2020
West Virginia ,2233,86,122691,599,06-12-2020
Vermont ,1119,55,48634,157,06-12-2020
Wyoming ,1009,18,31388,177,06-12-2020
Hawaii ,692,17,67392,52,06-12-2020
Alaska ,610,11,69011,202,06-12-2020
Montana ,573,18,57022,66,06-12-2020
Guam ,183,5,8475,10,06-12-2020
United States Virgin Islands ,72,6,2280,2,06-12-2020
Northern Mariana Islands ,30,2,7762,9,06-12-2020
New York ,403741,30869,2872240,287115,06-13-2020
New Jersey ,168846,12601,1055396,125247,06-13-2020
California ,147132,4988,2662183,102462,06-13-2020
Illinois ,131198,6260,1147962,41769,06-13-2020
Massachusetts ,105059,7538,744895,12900,06-13-2020
Texas ,85641,1966,1370131,28375,06-13-2020
Pennsylvania ,82879,6279,587562,20528,06-13-2020
Florida ,73596,2928,1371401,56881,06-13-2020
Michigan ,65672,5990,924879,17641,06-13-2020
Maryland ,61305,2926,483826,53843,06-13-2020
Georgia ,55783,2418,697251,51919,06-13-2020
Virginia ,53869,1541,509386,45433,06-13-2020
Louisiana ,46283,3004,479534,9375,06-13-2020
Connecticut ,44689,4159,330254,31934,06-13-2020
North Carolina ,42844,1127,611690,18064,06-13-2020
Ohio ,40480,2514,523718,29413,06-13-2020
Indiana ,39543,2413,335180,9809,06-13-2020
Arizona ,34458,1183,456915,33101,06-13-2020
Minnesota ,30172,1314,407992,3238,06-13-2020
Tennessee ,29126,468,594960,9233,06-13-2020
Colorado  ,28822,1595,236461,24739,06-13-2020
Washington ,26087,1202,440039,16552,06-13-2020
Alabama ,24601,773,292872,10320,06-13-2020
Iowa ,23617,650,217645,8668,06-13-2020
Wisconsin ,22246,689,399608,5774,06-13-2020
Mississippi ,19348,889,297587,5103,06-13-2020
South Carolina ,17170,593,272128,7895,06-13-2020
Veteran Affairs ,16940,1431,235324,1684,06-13-2020
Nebraska ,16513,216,134536,6687,06-13-2020
Missouri ,16193,890,297587,11658,06-13-2020
Rhode Island ,15947,833,191518,13679,06-13-2020
Utah ,13577,139,258786,5503,06-13-2020
Kentucky ,12166,497,315068,8279,06-13-2020
Arkansas ,11547,176,187017,3764,06-13-2020
Kansas ,11124,245,129152,4874,06-13-2020
Nevada ,10946,463,229273,2938,06-13-2020
Delaware ,10229,419,77694,3748,06-13-2020
District Of Columbia ,9709,511,61953,8055,06-13-2020
New Mexico ,9526,426,255284,5117,06-13-2020
Oklahoma ,8073,359,246214,1323,06-13-2020
Navajo Nation ,6470,303,40314,5237,06-13-2020
South Dakota ,5833,75,63005,1185,06-13-2020
Puerto Rico ,5690,146,13022,4694,06-13-2020
Oregon ,5377,173,166189,2834,06-13-2020
New Hampshire ,5251,315,109192,1093,06-13-2020
Idaho ,3353,87,62328,490,06-13-2020
North Dakota ,3058,74,85873,354,06-13-2020
Maine ,2757,100,73049,505,06-13-2020
West Virginia ,2259,88,125773,603,06-13-2020
Vermont ,1125,55,48634,163,06-13-2020
Wyoming ,1050,18,31684,218,06-13-2020
Hawaii ,706,17,68738,62,06-13-2020
Alaska ,625,12,70880,210,06-13-2020
Montana ,588,18,58004,60,06-13-2020
Guam ,183,5,8536,10,06-13-2020
