City,Date,Confirmed,Deaths
Vermont,3/4/20,0,0
Virginia,3/4/20,0,0
Washington,3/4/20,0,0
West Virginia,3/4/20,0,0
Wisconsin,3/4/20,0,0
Wyoming,3/4/20,0,0
Diamond Princess,3/4/20,0,0
Grand Princess,3/4/20,0,0
American Samoa,3/5/20,0,0
Guam,3/5/20,0,0
Northern Mariana Islands,3/5/20,0,0
Puerto Rico,3/5/20,0,0
Virgin Islands,3/5/20,0,0
Alabama,3/5/20,0,0
Alaska,3/5/20,0,0
Arizona,3/5/20,0,0
Arkansas,3/5/20,0,0
California,3/5/20,1,0
Colorado,3/5/20,0,0
Connecticut,3/5/20,0,0
Delaware,3/5/20,0,0
District of Columbia,3/5/20,0,0
Florida,3/5/20,0,0
Georgia,3/5/20,0,0
Hawaii,3/5/20,0,0
Idaho,3/5/20,0,0
Illinois,3/5/20,0,0
Indiana,3/5/20,0,0
Iowa,3/5/20,0,0
Kansas,3/5/20,0,0
Kentucky,3/5/20,0,0
Louisiana,3/5/20,0,0
Maine,3/5/20,0,0
Maryland,3/5/20,0,0
Massachusetts,3/5/20,0,0
Michigan,3/5/20,0,0
Minnesota,3/5/20,0,0
Mississippi,3/5/20,0,0
Missouri,3/5/20,0,0
Montana,3/5/20,0,0
Nebraska,3/5/20,0,0
Nevada,3/5/20,0,0
New Hampshire,3/5/20,0,0
New Jersey,3/5/20,0,0
New Mexico,3/5/20,0,0
New York,3/5/20,0,0
North Carolina,3/5/20,0,0
North Dakota,3/5/20,0,0
Ohio,3/5/20,0,0
Oklahoma,3/5/20,0,0
Oregon,3/5/20,0,0
Pennsylvania,3/5/20,0,0
Rhode Island,3/5/20,0,0
South Carolina,3/5/20,0,0
South Dakota,3/5/20,0,0
Tennessee,3/5/20,0,0
Texas,3/5/20,0,0
Utah,3/5/20,0,0
Vermont,3/5/20,0,0
Virginia,3/5/20,0,0
Washington,3/5/20,0,0
West Virginia,3/5/20,0,0
Wisconsin,3/5/20,0,0
Wyoming,3/5/20,0,0
Diamond Princess,3/5/20,0,0
Grand Princess,3/5/20,0,0
American Samoa,3/6/20,0,0
Guam,3/6/20,0,0
Northern Mariana Islands,3/6/20,0,0
Puerto Rico,3/6/20,0,0
Virgin Islands,3/6/20,0,0
Alabama,3/6/20,0,0
Alaska,3/6/20,0,0
Arizona,3/6/20,0,0
Arkansas,3/6/20,0,0
California,3/6/20,1,0
Colorado,3/6/20,0,0
Connecticut,3/6/20,0,0
Delaware,3/6/20,0,0
District of Columbia,3/6/20,0,0
Florida,3/6/20,0,0
Georgia,3/6/20,0,0
Hawaii,3/6/20,0,0
Idaho,3/6/20,0,0
Illinois,3/6/20,0,0
Indiana,3/6/20,0,0
Iowa,3/6/20,0,0
Kansas,3/6/20,0,0
Kentucky,3/6/20,0,0
Louisiana,3/6/20,0,0
Maine,3/6/20,0,0
Maryland,3/6/20,0,0
Massachusetts,3/6/20,0,0
Michigan,3/6/20,0,0
Minnesota,3/6/20,0,0
Mississippi,3/6/20,0,0
Missouri,3/6/20,0,0
Montana,3/6/20,0,0
Nebraska,3/6/20,0,0
Nevada,3/6/20,0,0
New Hampshire,3/6/20,0,0
New Jersey,3/6/20,0,0
New Mexico,3/6/20,0,0
New York,3/6/20,0,0
North Carolina,3/6/20,0,0
North Dakota,3/6/20,0,0
Ohio,3/6/20,0,0
Oklahoma,3/6/20,0,0
Oregon,3/6/20,0,0
Pennsylvania,3/6/20,0,0
Rhode Island,3/6/20,0,0
South Carolina,3/6/20,0,0
South Dakota,3/6/20,0,0
Tennessee,3/6/20,0,0
Texas,3/6/20,0,0
Utah,3/6/20,0,0
Vermont,3/6/20,0,0
Virginia,3/6/20,0,0
Washington,3/6/20,0,0
West Virginia,3/6/20,0,0
Wisconsin,3/6/20,0,0
Wyoming,3/6/20,0,0
Diamond Princess,3/6/20,0,0
Grand Princess,3/6/20,0,0
American Samoa,3/7/20,0,0
Guam,3/7/20,0,0
Northern Mariana Islands,3/7/20,0,0
Puerto Rico,3/7/20,0,0
Virgin Islands,3/7/20,0,0
Alabama,3/7/20,0,0
Alaska,3/7/20,0,0
Arizona,3/7/20,0,0
Arkansas,3/7/20,0,0
California,3/7/20,2,0
Colorado,3/7/20,0,0
Connecticut,3/7/20,0,0
Delaware,3/7/20,0,0
District of Columbia,3/7/20,0,0
Florida,3/7/20,0,0
Georgia,3/7/20,0,0
Hawaii,3/7/20,0,0
Idaho,3/7/20,0,0
Illinois,3/7/20,0,0
Indiana,3/7/20,0,0
Iowa,3/7/20,0,0
Kansas,3/7/20,0,0
Kentucky,3/7/20,0,0
Louisiana,3/7/20,0,0
Maine,3/7/20,0,0
Maryland,3/7/20,0,0
Massachusetts,3/7/20,0,0
Michigan,3/7/20,0,0
Minnesota,3/7/20,0,0
Mississippi,3/7/20,0,0
Missouri,3/7/20,0,0
Montana,3/7/20,0,0
Nebraska,3/7/20,0,0
Nevada,3/7/20,0,0
New Hampshire,3/7/20,0,0
New Jersey,3/7/20,0,0
New Mexico,3/7/20,0,0
New York,3/7/20,0,0
North Carolina,3/7/20,0,0
North Dakota,3/7/20,0,0
Ohio,3/7/20,0,0
Oklahoma,3/7/20,0,0
Oregon,3/7/20,0,0
Pennsylvania,3/7/20,0,0
Rhode Island,3/7/20,0,0
South Carolina,3/7/20,0,0
South Dakota,3/7/20,0,0
Tennessee,3/7/20,0,0
Texas,3/7/20,0,0
Utah,3/7/20,0,0
Vermont,3/7/20,0,0
Virginia,3/7/20,0,0
Washington,3/7/20,0,0
West Virginia,3/7/20,0,0
Wisconsin,3/7/20,0,0
Wyoming,3/7/20,0,0
Diamond Princess,3/7/20,0,0
Grand Princess,3/7/20,0,0
American Samoa,3/8/20,0,0
Guam,3/8/20,0,0
Northern Mariana Islands,3/8/20,0,0
Puerto Rico,3/8/20,0,0
Virgin Islands,3/8/20,0,0
Alabama,3/8/20,0,0
Alaska,3/8/20,0,0
Arizona,3/8/20,0,0
Arkansas,3/8/20,0,0
California,3/8/20,2,0
Colorado,3/8/20,0,0
Connecticut,3/8/20,0,0
Delaware,3/8/20,0,0
District of Columbia,3/8/20,0,0
Florida,3/8/20,0,0
Georgia,3/8/20,0,0
Hawaii,3/8/20,0,0
Idaho,3/8/20,0,0
Illinois,3/8/20,0,0
Indiana,3/8/20,0,0
Iowa,3/8/20,0,0
Kansas,3/8/20,0,0
Kentucky,3/8/20,0,0
Louisiana,3/8/20,0,0
Maine,3/8/20,0,0
Maryland,3/8/20,0,0
Massachusetts,3/8/20,0,0
Michigan,3/8/20,0,0
Minnesota,3/8/20,0,0
Mississippi,3/8/20,0,0
Missouri,3/8/20,0,0
Montana,3/8/20,0,0
Nebraska,3/8/20,0,0
Nevada,3/8/20,0,0
New Hampshire,3/8/20,0,0
New Jersey,3/8/20,0,0
New Mexico,3/8/20,0,0
New York,3/8/20,0,0
North Carolina,3/8/20,0,0
North Dakota,3/8/20,0,0
Ohio,3/8/20,0,0
Oklahoma,3/8/20,0,0
Oregon,3/8/20,0,0
Pennsylvania,3/8/20,0,0
Rhode Island,3/8/20,0,0
South Carolina,3/8/20,0,0
South Dakota,3/8/20,0,0
Tennessee,3/8/20,0,0
Texas,3/8/20,0,0
Utah,3/8/20,0,0
Vermont,3/8/20,0,0
Virginia,3/8/20,0,0
Washington,3/8/20,0,0
West Virginia,3/8/20,0,0
Wisconsin,3/8/20,0,0
Wyoming,3/8/20,0,0
Diamond Princess,3/8/20,0,0
Grand Princess,3/8/20,0,0
American Samoa,3/9/20,0,0
Guam,3/9/20,0,0
Northern Mariana Islands,3/9/20,0,0
Puerto Rico,3/9/20,0,0
Virgin Islands,3/9/20,0,0
Alabama,3/9/20,0,0
Alaska,3/9/20,0,0
Arizona,3/9/20,0,0
Arkansas,3/9/20,0,0
California,3/9/20,2,0
Colorado,3/9/20,0,0
Connecticut,3/9/20,0,0
Delaware,3/9/20,0,0
District of Columbia,3/9/20,0,0
Florida,3/9/20,0,0
Georgia,3/9/20,0,0
Hawaii,3/9/20,0,0
Idaho,3/9/20,0,0
Illinois,3/9/20,0,0
Indiana,3/9/20,0,0
Iowa,3/9/20,0,0
Kansas,3/9/20,0,0
Kentucky,3/9/20,0,0
Louisiana,3/9/20,0,0
Maine,3/9/20,0,0
Maryland,3/9/20,0,0
Massachusetts,3/9/20,0,0
Michigan,3/9/20,0,0
Minnesota,3/9/20,0,0
Mississippi,3/9/20,0,0
Missouri,3/9/20,0,0
Montana,3/9/20,0,0
Nebraska,3/9/20,0,0
Nevada,3/9/20,0,0
New Hampshire,3/9/20,0,0
New Jersey,3/9/20,0,0
New Mexico,3/9/20,0,0
New York,3/9/20,0,0
North Carolina,3/9/20,0,0
North Dakota,3/9/20,0,0
Ohio,3/9/20,0,0
Oklahoma,3/9/20,0,0
Oregon,3/9/20,0,0
Pennsylvania,3/9/20,0,0
Rhode Island,3/9/20,0,0
South Carolina,3/9/20,0,0
South Dakota,3/9/20,0,0
Tennessee,3/9/20,0,0
Texas,3/9/20,0,0
Utah,3/9/20,0,0
Vermont,3/9/20,0,0
Virginia,3/9/20,0,0
Washington,3/9/20,0,0
West Virginia,3/9/20,0,0
Wisconsin,3/9/20,0,0
Wyoming,3/9/20,0,0
Diamond Princess,3/9/20,0,0
Grand Princess,3/9/20,0,0
American Samoa,3/10/20,0,0
Guam,3/10/20,0,0
Northern Mariana Islands,3/10/20,0,0
Puerto Rico,3/10/20,0,0
Virgin Islands,3/10/20,0,0
Alabama,3/10/20,0,0
Alaska,3/10/20,0,0
Arizona,3/10/20,0,0
Arkansas,3/10/20,0,0
California,3/10/20,3,0
Colorado,3/10/20,0,0
Connecticut,3/10/20,1,0
Delaware,3/10/20,0,0
District of Columbia,3/10/20,0,0
Florida,3/10/20,0,0
Georgia,3/10/20,0,0
Hawaii,3/10/20,1,0
Idaho,3/10/20,0,0
Illinois,3/10/20,0,0
Indiana,3/10/20,1,0
Iowa,3/10/20,0,0
Kansas,3/10/20,0,0
Kentucky,3/10/20,0,0
Louisiana,3/10/20,0,0
Maine,3/10/20,0,0
Maryland,3/10/20,0,0
Massachusetts,3/10/20,0,0
Michigan,3/10/20,0,0
Minnesota,3/10/20,0,0
Mississippi,3/10/20,0,0
Missouri,3/10/20,0,0
Montana,3/10/20,0,0
Nebraska,3/10/20,0,0
Nevada,3/10/20,0,0
New Hampshire,3/10/20,0,0
New Jersey,3/10/20,0,0
New Mexico,3/10/20,0,0
New York,3/10/20,0,0
North Carolina,3/10/20,0,0
North Dakota,3/10/20,0,0
Ohio,3/10/20,0,0
Oklahoma,3/10/20,0,0
Oregon,3/10/20,0,0
Pennsylvania,3/10/20,0,0
Rhode Island,3/10/20,0,0
South Carolina,3/10/20,0,0
South Dakota,3/10/20,0,0
Tennessee,3/10/20,0,0
Texas,3/10/20,0,0
Utah,3/10/20,0,0
Vermont,3/10/20,0,0
Virginia,3/10/20,0,0
Washington,3/10/20,0,0
West Virginia,3/10/20,0,0
Wisconsin,3/10/20,0,0
Wyoming,3/10/20,0,0
Diamond Princess,3/10/20,0,0
Grand Princess,3/10/20,0,0
American Samoa,3/11/20,0,0
Guam,3/11/20,0,0
Northern Mariana Islands,3/11/20,0,0
Puerto Rico,3/11/20,0,0
Virgin Islands,3/11/20,0,0
Alabama,3/11/20,0,0
Alaska,3/11/20,0,0
Arizona,3/11/20,0,0
Arkansas,3/11/20,0,0
California,3/11/20,5,0
Colorado,3/11/20,0,0
Connecticut,3/11/20,2,0
Delaware,3/11/20,0,0
District of Columbia,3/11/20,0,0
Florida,3/11/20,1,0
Georgia,3/11/20,0,0
Hawaii,3/11/20,0,0
Idaho,3/11/20,0,0
Illinois,3/11/20,0,0
Indiana,3/11/20,1,0
Iowa,3/11/20,0,0
Kansas,3/11/20,0,0
Kentucky,3/11/20,0,0
Louisiana,3/11/20,0,0
Maine,3/11/20,0,0
Maryland,3/11/20,0,0
Massachusetts,3/11/20,0,0
Michigan,3/11/20,0,0
Minnesota,3/11/20,0,0
Mississippi,3/11/20,0,0
Missouri,3/11/20,0,0
Montana,3/11/20,0,0
Nebraska,3/11/20,0,0
Nevada,3/11/20,0,0
New Hampshire,3/11/20,0,0
New Jersey,3/11/20,0,0
New Mexico,3/11/20,1,0
New York,3/11/20,0,0
North Carolina,3/11/20,0,0
North Dakota,3/11/20,0,0
Ohio,3/11/20,0,0
Oklahoma,3/11/20,0,0
Oregon,3/11/20,0,0
Pennsylvania,3/11/20,0,0
Rhode Island,3/11/20,0,0
South Carolina,3/11/20,0,0
South Dakota,3/11/20,0,0
Tennessee,3/11/20,0,0
Texas,3/11/20,0,0
Utah,3/11/20,0,0
Vermont,3/11/20,0,0
Virginia,3/11/20,0,0
Washington,3/11/20,0,0
West Virginia,3/11/20,0,0
Wisconsin,3/11/20,0,0
Wyoming,3/11/20,0,0
Diamond Princess,3/11/20,0,0
Grand Princess,3/11/20,0,0
American Samoa,3/12/20,0,0
Guam,3/12/20,0,0
Northern Mariana Islands,3/12/20,0,0
Puerto Rico,3/12/20,0,0
Virgin Islands,3/12/20,0,0
Alabama,3/12/20,0,0
Alaska,3/12/20,0,0
Arizona,3/12/20,0,0
Arkansas,3/12/20,0,0
California,3/12/20,5,0
Colorado,3/12/20,2,0
Connecticut,3/12/20,4,0
Delaware,3/12/20,0,0
District of Columbia,3/12/20,0,0
Florida,3/12/20,1,0
Georgia,3/12/20,0,0
Hawaii,3/12/20,0,0
Idaho,3/12/20,0,0
Illinois,3/12/20,0,0
Indiana,3/12/20,1,0
Iowa,3/12/20,0,0
Kansas,3/12/20,0,0
Kentucky,3/12/20,0,0
Louisiana,3/12/20,0,0
Maine,3/12/20,1,0
Maryland,3/12/20,0,0
Massachusetts,3/12/20,0,0
Michigan,3/12/20,0,0
Minnesota,3/12/20,0,0
Mississippi,3/12/20,0,0
Missouri,3/12/20,0,0
Montana,3/12/20,0,0
Nebraska,3/12/20,0,0
Nevada,3/12/20,0,0
New Hampshire,3/12/20,0,0
New Jersey,3/12/20,0,0
New Mexico,3/12/20,2,0
New York,3/12/20,2,0
North Carolina,3/12/20,0,0
North Dakota,3/12/20,0,0
Ohio,3/12/20,0,0
Oklahoma,3/12/20,0,0
Oregon,3/12/20,0,0
Pennsylvania,3/12/20,0,0
Rhode Island,3/12/20,0,0
South Carolina,3/12/20,0,0
South Dakota,3/12/20,0,0
Tennessee,3/12/20,0,0
Texas,3/12/20,0,0
Utah,3/12/20,0,0
Vermont,3/12/20,0,0
Virginia,3/12/20,0,0
Washington,3/12/20,0,0
West Virginia,3/12/20,0,0
Wisconsin,3/12/20,0,0
Wyoming,3/12/20,0,0
Diamond Princess,3/12/20,0,0
Grand Princess,3/12/20,0,0
American Samoa,3/13/20,0,0
Guam,3/13/20,0,0
Northern Mariana Islands,3/13/20,0,0
Puerto Rico,3/13/20,0,0
Virgin Islands,3/13/20,0,0
Alabama,3/13/20,0,0
Alaska,3/13/20,0,0
Arizona,3/13/20,0,0
Arkansas,3/13/20,0,0
California,3/13/20,7,0
Colorado,3/13/20,3,0
Connecticut,3/13/20,8,0
Delaware,3/13/20,0,0
District of Columbia,3/13/20,0,0
Florida,3/13/20,2,0
Georgia,3/13/20,0,0
Hawaii,3/13/20,0,0
Idaho,3/13/20,0,0
Illinois,3/13/20,0,0
Indiana,3/13/20,1,0
Iowa,3/13/20,0,0
Kansas,3/13/20,0,0
Kentucky,3/13/20,0,0
Louisiana,3/13/20,0,0
Maine,3/13/20,1,0
Maryland,3/13/20,0,0
Massachusetts,3/13/20,0,0
Michigan,3/13/20,0,0
Minnesota,3/13/20,0,0
Mississippi,3/13/20,0,0
Missouri,3/13/20,0,0
Montana,3/13/20,0,0
Nebraska,3/13/20,0,0
Nevada,3/13/20,0,0
New Hampshire,3/13/20,0,0
New Jersey,3/13/20,0,0
New Mexico,3/13/20,5,0
New York,3/13/20,2,0
North Carolina,3/13/20,0,0
North Dakota,3/13/20,0,0
Ohio,3/13/20,0,0
Oklahoma,3/13/20,0,0
Oregon,3/13/20,0,0
Pennsylvania,3/13/20,0,0
Rhode Island,3/13/20,0,0
South Carolina,3/13/20,0,0
South Dakota,3/13/20,0,0
Tennessee,3/13/20,0,0
Texas,3/13/20,0,0
Utah,3/13/20,0,0
Vermont,3/13/20,0,0
Virginia,3/13/20,0,0
Washington,3/13/20,0,0
West Virginia,3/13/20,0,0
Wisconsin,3/13/20,0,0
Wyoming,3/13/20,0,0
Diamond Princess,3/13/20,0,0
Grand Princess,3/13/20,0,0
American Samoa,3/14/20,0,0
Guam,3/14/20,0,0
Northern Mariana Islands,3/14/20,0,0
Puerto Rico,3/14/20,0,0
Virgin Islands,3/14/20,0,0
Alabama,3/14/20,0,0
Alaska,3/14/20,0,0
Arizona,3/14/20,0,0
Arkansas,3/14/20,0,0
California,3/14/20,11,0
Colorado,3/14/20,6,0
Connecticut,3/14/20,15,0
Delaware,3/14/20,0,0
District of Columbia,3/14/20,0,0
Florida,3/14/20,1,0
Georgia,3/14/20,0,0
Hawaii,3/14/20,0,0
Idaho,3/14/20,1,0
Illinois,3/14/20,0,0
Indiana,3/14/20,1,0
Iowa,3/14/20,0,0
Kansas,3/14/20,0,0
Kentucky,3/14/20,0,0
Louisiana,3/14/20,0,0
Maine,3/14/20,1,0
Maryland,3/14/20,0,0
Massachusetts,3/14/20,1,0
Michigan,3/14/20,0,0
Minnesota,3/14/20,0,0
Mississippi,3/14/20,0,0
Missouri,3/14/20,0,0
Montana,3/14/20,0,0
Nebraska,3/14/20,0,0
Nevada,3/14/20,0,0
New Hampshire,3/14/20,0,0
New Jersey,3/14/20,0,0
New Mexico,3/14/20,6,0
New York,3/14/20,7,0
North Carolina,3/14/20,0,0
North Dakota,3/14/20,0,0
Ohio,3/14/20,0,0
Oklahoma,3/14/20,0,0
Oregon,3/14/20,0,0
Pennsylvania,3/14/20,0,0
Rhode Island,3/14/20,0,0
South Carolina,3/14/20,0,0
South Dakota,3/14/20,0,0
Tennessee,3/14/20,0,0
Texas,3/14/20,0,0
Utah,3/14/20,0,0
Vermont,3/14/20,0,0
Virginia,3/14/20,0,0
Washington,3/14/20,0,0
West Virginia,3/14/20,0,0
Wisconsin,3/14/20,0,0
Wyoming,3/14/20,0,0
Diamond Princess,3/14/20,0,0
Grand Princess,3/14/20,0,0
American Samoa,3/15/20,0,0
Guam,3/15/20,0,0
Northern Mariana Islands,3/15/20,0,0
Puerto Rico,3/15/20,0,0
Virgin Islands,3/15/20,0,0
Alabama,3/15/20,0,0
Alaska,3/15/20,0,0
Arizona,3/15/20,0,0
Arkansas,3/15/20,0,0
California,3/15/20,11,0
Colorado,3/15/20,6,0
Connecticut,3/15/20,15,0
Delaware,3/15/20,0,0
District of Columbia,3/15/20,0,0
Florida,3/15/20,1,0
Georgia,3/15/20,0,0
Hawaii,3/15/20,0,0
Idaho,3/15/20,2,0
Illinois,3/15/20,0,0
Indiana,3/15/20,1,0
Iowa,3/15/20,0,0
Kansas,3/15/20,0,0
Kentucky,3/15/20,0,0
Louisiana,3/15/20,0,0
Maine,3/15/20,1,0
Maryland,3/15/20,0,0
Massachusetts,3/15/20,1,0
Michigan,3/15/20,0,0
Minnesota,3/15/20,0,0
Mississippi,3/15/20,0,0
Missouri,3/15/20,0,0
Montana,3/15/20,0,0
Nebraska,3/15/20,0,0
Nevada,3/15/20,0,0
New Hampshire,3/15/20,0,0
New Jersey,3/15/20,0,0
New Mexico,3/15/20,6,0
New York,3/15/20,7,0
North Carolina,3/15/20,0,0
North Dakota,3/15/20,0,0
Ohio,3/15/20,0,0
Oklahoma,3/15/20,0,0
Oregon,3/15/20,0,0
Pennsylvania,3/15/20,0,0
Rhode Island,3/15/20,0,0
South Carolina,3/15/20,0,0
South Dakota,3/15/20,0,0
Tennessee,3/15/20,0,0
Texas,3/15/20,0,0
Utah,3/15/20,0,0
Vermont,3/15/20,0,0
Virginia,3/15/20,0,0
Washington,3/15/20,0,0
West Virginia,3/15/20,0,0
Wisconsin,3/15/20,0,0
Wyoming,3/15/20,0,0
Diamond Princess,3/15/20,0,0
Grand Princess,3/15/20,0,0
American Samoa,3/16/20,0,0
Guam,3/16/20,3,0
Northern Mariana Islands,3/16/20,0,0
Puerto Rico,3/16/20,0,0
Virgin Islands,3/16/20,1,0
Alabama,3/16/20,0,0
Alaska,3/16/20,0,0
Arizona,3/16/20,0,0
Arkansas,3/16/20,0,0
California,3/16/20,18,0
Colorado,3/16/20,8,0
Connecticut,3/16/20,29,0
Delaware,3/16/20,0,0
District of Columbia,3/16/20,22,0
Florida,3/16/20,1,0
Georgia,3/16/20,0,0
Hawaii,3/16/20,0,0
Idaho,3/16/20,2,0
Illinois,3/16/20,0,0
Indiana,3/16/20,1,0
Iowa,3/16/20,0,0
Kansas,3/16/20,0,0
Kentucky,3/16/20,0,0
Louisiana,3/16/20,0,0
Maine,3/16/20,1,0
Maryland,3/16/20,0,0
Massachusetts,3/16/20,1,0
Michigan,3/16/20,0,0
Minnesota,3/16/20,0,0
Mississippi,3/16/20,0,0
Missouri,3/16/20,0,0
Montana,3/16/20,0,0
Nebraska,3/16/20,0,0
Nevada,3/16/20,0,0
New Hampshire,3/16/20,0,0
New Jersey,3/16/20,0,0
New Mexico,3/16/20,14,0
New York,3/16/20,15,0
North Carolina,3/16/20,0,0
North Dakota,3/16/20,0,0
Ohio,3/16/20,0,0
Oklahoma,3/16/20,0,0
Oregon,3/16/20,0,0
Pennsylvania,3/16/20,0,0
Rhode Island,3/16/20,0,0
South Carolina,3/16/20,0,0
South Dakota,3/16/20,0,0
Tennessee,3/16/20,0,0
Texas,3/16/20,0,0
Utah,3/16/20,0,0
Vermont,3/16/20,0,0
Virginia,3/16/20,0,0
Washington,3/16/20,0,0
West Virginia,3/16/20,0,0
Wisconsin,3/16/20,0,0
Wyoming,3/16/20,0,0
Diamond Princess,3/16/20,0,0
Grand Princess,3/16/20,20,0
American Samoa,3/17/20,0,0
Guam,3/17/20,3,0
Northern Mariana Islands,3/17/20,0,0
Puerto Rico,3/17/20,0,0
Virgin Islands,3/17/20,2,0
Alabama,3/17/20,0,0
Alaska,3/17/20,0,0
Arizona,3/17/20,0,0
Arkansas,3/17/20,0,0
California,3/17/20,27,0
Colorado,3/17/20,10,0
Connecticut,3/17/20,48,0
Delaware,3/17/20,0,0
District of Columbia,3/17/20,22,0
Florida,3/17/20,4,0
Georgia,3/17/20,0,0
Hawaii,3/17/20,0,0
Idaho,3/17/20,3,0
Illinois,3/17/20,0,0
Indiana,3/17/20,1,0
Iowa,3/17/20,0,0
Kansas,3/17/20,0,0
Kentucky,3/17/20,0,0
Louisiana,3/17/20,0,0
Maine,3/17/20,2,0
Maryland,3/17/20,0,0
Massachusetts,3/17/20,2,0
Michigan,3/17/20,0,0
Minnesota,3/17/20,0,0
Mississippi,3/17/20,0,0
Missouri,3/17/20,0,0
Montana,3/17/20,0,0
Nebraska,3/17/20,0,0
Nevada,3/17/20,0,0
New Hampshire,3/17/20,0,0
New Jersey,3/17/20,0,0
New Mexico,3/17/20,14,0
New York,3/17/20,25,0
North Carolina,3/17/20,0,0
North Dakota,3/17/20,0,0
Ohio,3/17/20,0,0
Oklahoma,3/17/20,0,0
Oregon,3/17/20,0,0
Pennsylvania,3/17/20,0,0
Rhode Island,3/17/20,0,0
South Carolina,3/17/20,0,0
South Dakota,3/17/20,0,0
Tennessee,3/17/20,0,0
Texas,3/17/20,0,0
Utah,3/17/20,0,0
Vermont,3/17/20,0,0
Virginia,3/17/20,0,0
Washington,3/17/20,0,0
West Virginia,3/17/20,0,0
Wisconsin,3/17/20,0,0
Wyoming,3/17/20,0,0
Diamond Princess,3/17/20,47,0
Grand Princess,3/17/20,21,0
American Samoa,3/18/20,0,0
Guam,3/18/20,5,0
Northern Mariana Islands,3/18/20,0,0
Puerto Rico,3/18/20,0,0
Virgin Islands,3/18/20,2,0
Alabama,3/18/20,0,0
Alaska,3/18/20,0,0
Arizona,3/18/20,0,0
Arkansas,3/18/20,0,0
California,3/18/20,30,0
Colorado,3/18/20,10,0
Connecticut,3/18/20,69,1
Delaware,3/18/20,1,0
District of Columbia,3/18/20,31,0
Florida,3/18/20,7,0
Georgia,3/18/20,0,0
Hawaii,3/18/20,0,0
Idaho,3/18/20,3,0
Illinois,3/18/20,0,0
Indiana,3/18/20,1,0
Iowa,3/18/20,1,0
Kansas,3/18/20,0,0
Kentucky,3/18/20,0,0
Louisiana,3/18/20,0,0
Maine,3/18/20,3,0
Maryland,3/18/20,0,0
Massachusetts,3/18/20,2,0
Michigan,3/18/20,0,0
Minnesota,3/18/20,0,0
Mississippi,3/18/20,0,0
Missouri,3/18/20,0,0
Montana,3/18/20,0,0
Nebraska,3/18/20,0,0
Nevada,3/18/20,0,0
New Hampshire,3/18/20,0,0
New Jersey,3/18/20,3,0
New Mexico,3/18/20,16,0
New York,3/18/20,36,0
North Carolina,3/18/20,0,0
North Dakota,3/18/20,0,0
Ohio,3/18/20,0,0
Oklahoma,3/18/20,0,0
Oregon,3/18/20,0,0
Pennsylvania,3/18/20,0,0
Rhode Island,3/18/20,0,0
South Carolina,3/18/20,0,0
South Dakota,3/18/20,0,0
Tennessee,3/18/20,0,0
Texas,3/18/20,0,0
Utah,3/18/20,0,0
Vermont,3/18/20,1,0
Virginia,3/18/20,0,0
Washington,3/18/20,0,0
West Virginia,3/18/20,0,0
Wisconsin,3/18/20,0,0
Wyoming,3/18/20,0,0
Diamond Princess,3/18/20,47,0
Grand Princess,3/18/20,21,0
American Samoa,3/19/20,0,0
Guam,3/19/20,12,0
Northern Mariana Islands,3/19/20,0,0
Puerto Rico,3/19/20,0,0
Virgin Islands,3/19/20,3,0
Alabama,3/19/20,0,0
Alaska,3/19/20,0,0
Arizona,3/19/20,0,0
Arkansas,3/19/20,0,0
California,3/19/20,38,0
Colorado,3/19/20,10,0
Connecticut,3/19/20,102,3
Delaware,3/19/20,4,0
District of Columbia,3/19/20,40,0
Florida,3/19/20,11,0
Georgia,3/19/20,0,0
Hawaii,3/19/20,0,0
Idaho,3/19/20,3,0
Illinois,3/19/20,0,0
Indiana,3/19/20,1,0
Iowa,3/19/20,1,0
Kansas,3/19/20,0,0
Kentucky,3/19/20,0,0
Louisiana,3/19/20,0,0
Maine,3/19/20,3,0
Maryland,3/19/20,0,0
Massachusetts,3/19/20,5,0
Michigan,3/19/20,0,0
Minnesota,3/19/20,0,0
Mississippi,3/19/20,0,0
Missouri,3/19/20,0,0
Montana,3/19/20,0,0
Nebraska,3/19/20,1,0
Nevada,3/19/20,0,0
New Hampshire,3/19/20,0,0
New Jersey,3/19/20,3,0
New Mexico,3/19/20,20,0
New York,3/19/20,43,0
North Carolina,3/19/20,0,0
North Dakota,3/19/20,0,0
Ohio,3/19/20,0,0
Oklahoma,3/19/20,0,0
Oregon,3/19/20,0,0
Pennsylvania,3/19/20,0,0
Rhode Island,3/19/20,0,0
South Carolina,3/19/20,1,0
South Dakota,3/19/20,0,0
Tennessee,3/19/20,0,0
Texas,3/19/20,0,0
Utah,3/19/20,0,0
Vermont,3/19/20,1,0
Virginia,3/19/20,0,0
Washington,3/19/20,0,0
West Virginia,3/19/20,0,0
Wisconsin,3/19/20,0,0
Wyoming,3/19/20,0,0
Diamond Princess,3/19/20,47,0
Grand Princess,3/19/20,22,0
American Samoa,3/20/20,0,0
Guam,3/20/20,14,0
Northern Mariana Islands,3/20/20,0,0
Puerto Rico,3/20/20,0,0
Virgin Islands,3/20/20,3,0
Alabama,3/20/20,0,0
Alaska,3/20/20,0,0
Arizona,3/20/20,0,0
Arkansas,3/20/20,0,0
California,3/20/20,48,0
Colorado,3/20/20,12,0
Connecticut,3/20/20,122,4
Delaware,3/20/20,5,0
District of Columbia,3/20/20,71,1
